"5","21","426","2018-09-18 20:04:05"
"6","40","829","1974-01-07 09:37:50"
"7","109","1439","2000-04-03 11:30:46"
"8","104","1180","1991-02-16 16:08:54"
"9","111","1473","2005-07-30 08:18:11"
"10","181","217","2015-04-26 02:24:31"
"11","49","569","1971-09-02 11:46:55"
"12","188","86","1995-02-19 05:48:14"
"13","81","915","2015-11-29 06:05:14"
"14","23","326","1970-03-26 00:09:18"
"15","63","145","2001-07-20 12:23:46"
"16","49","1836","2012-09-05 06:58:06"
"17","99","1507","2011-07-08 02:16:52"
"18","13","198","1993-06-19 17:28:37"
"19","110","1527","2022-01-27 18:06:19"
"20","165","1601","2019-07-23 21:28:30"
"21","143","116","1991-05-08 10:53:57"
"22","172","447","2010-12-23 07:02:12"
"23","177","1254","1983-01-05 00:08:16"
"24","112","938","1979-06-13 16:52:09"
"25","94","1997","2011-03-21 01:32:58"
"26","128","565","1970-06-22 07:22:09"
"27","137","247","1996-07-01 15:30:23"
"28","58","1709","1993-02-09 23:59:42"
"29","128","964","1999-10-05 21:35:25"
"30","42","1328","1997-06-28 21:04:56"
"31","33","1926","2008-08-13 17:50:55"
"32","178","122","1993-03-01 04:54:57"
"33","9","1012","2010-07-27 16:44:52"
"34","87","1516","1995-02-12 14:52:30"
"35","116","1438","1993-02-14 01:12:26"
"36","129","1802","1971-10-20 15:00:15"
"37","166","1980","1976-09-14 13:55:50"
"38","0","1104","2000-06-14 13:03:32"
"39","28","819","1997-07-05 21:43:29"
"40","70","1699","2004-09-10 05:37:14"
"41","126","721","2003-09-12 16:21:29"
"42","128","969","1992-12-26 17:44:04"
"43","37","314","1975-11-04 00:16:07"
"44","42","1598","2015-09-25 12:04:07"
"45","10","1090","2013-11-18 12:37:13"
"46","89","206","1989-09-23 10:05:35"
"47","78","745","2018-10-02 09:43:37"
"48","146","1857","1975-11-18 06:13:42"
"49","179","1956","2005-10-04 19:21:26"
"50","117","1439","2023-03-09 14:26:14"
"51","43","37","1995-10-22 05:57:33"
"52","162","678","1982-07-17 00:00:30"
"53","60","82","1978-12-04 23:32:10"
"54","137","143","2005-10-19 09:51:43"
"55","43","667","2010-05-02 07:35:59"
"56","184","1212","2003-11-26 17:31:03"
"57","99","931","1986-08-09 11:57:24"
"58","134","1938","2002-11-12 22:18:34"
"59","139","358","2008-01-15 10:12:54"
"60","183","197","1972-06-22 22:41:14"
"61","3","1998","1995-07-31 22:50:15"
"62","108","1464","2016-02-19 16:49:27"
"63","48","1796","1980-02-11 10:50:03"
"64","9","1191","2007-07-14 18:52:09"
"65","99","905","1986-05-22 20:59:47"
"66","3","1818","1982-06-28 19:04:59"
"67","45","61","1979-10-07 11:27:55"
"68","12","968","1970-05-02 21:09:31"
"69","189","396","1971-09-23 06:22:35"
"70","90","248","1975-01-01 03:08:41"
"71","100","1367","2024-03-09 05:42:19"
"72","174","1707","1982-12-11 13:58:23"
"73","160","1673","1995-02-14 16:29:22"
"74","189","979","1987-03-22 06:53:22"
"75","160","279","2012-09-17 17:32:46"
"76","102","1312","1998-08-07 05:49:21"
"77","42","923","1977-01-23 22:51:11"
"78","141","1604","2007-05-12 12:11:18"
"79","150","349","1983-08-04 16:35:38"
"80","50","872","1997-08-03 00:34:34"
"81","62","724","1979-05-03 21:09:43"
"82","56","1395","1989-02-22 15:46:38"
"83","162","626","1974-10-29 17:11:36"
"84","35","1283","1992-05-09 08:46:20"
"85","158","460","2016-03-25 06:52:49"
"86","17","171","1971-08-17 04:33:40"
